WBGene00000001	aap-1	Y110A7A.10	ENSG00000145675;ENSG00000105647;ENSG00000117461;ENSG00000268173;ENSG00000278139	PIK3R1;PIK3R2;PIK3R3;;	Agammaglobulinemia 7, autosomal recessive, 615214|Immunodeficiency 36, 616005|SHORT syndrome, 269880;Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1, 603387;;;
WBGene00019274		H43I07.1	ENSG00000125741	OPA3	3-methylglutaconic aciduria, type III, 258501|Optic atrophy 3 with cataract, 165300
WBGene00019275	rpac-40	H43I07.2	ENSG00000171453	POLR1C	Leukodystrophy, hypomyelinating, 11, 616494|Treacher Collins syndrome 3, 248390
WBGene00019276		H43I07.3	ENSG00000120697	ALG5	
WBGene00019277	sgcb-1	K01A2.1	ENSG00000163069	SGCB	Muscular dystrophy, limb-girdle, type 2E, 604286
WBGene00019280		K01A2.5	ENSG00000137274	BPHL	
WBGene00019284		K01A2.10	ENSG00000119242;ENSG00000275035	CCDC92;CCDC92	
WBGene00019289	kcc-3	K02A2.3	ENSG00000113504;ENSG00000124067;ENSG00000124140;ENSG00000140199	SLC12A7;SLC12A4;SLC12A5;SLC12A6	Epilepsy, idiopathic generalized, susceptibility to, 14, 616685|Epileptic encephalopathy, early infantile, 34, 616645;Agenesis of the corpus callosum with peripheral neuropathy, 218000
WBGene00019295	pfkb-1.2	K02B2.1	ENSG00000170525;ENSG00000114268;ENSG00000123836;ENSG00000158571	PFKFB3;PFKFB4;PFKFB2;PFKFB1	
WBGene00019296	mcu-1	K02B2.3	ENSG00000156026;ENSG00000005059	MCU;MCUB	
WBGene00019298		K02D7.1	ENSG00000198805	PNP	Immunodeficiency due to purine nucleoside phosphorylase deficiency, 613179
WBGene00019299	snai-1	K02D7.2	ENSG00000019549;ENSG00000124216;ENSG00000185669;ENSG00000103495	SNAI2;SNAI1;SNAI3;MAZ	Piebaldism, 172800|Waardenburg syndrome, type 2D, 608890;;;
WBGene00019300	swt-1	K02D7.5	ENSG00000169241	SLC50A1	
WBGene00019301		K02D10.1	ENSG00000184207;ENSG00000241360;ENSG00000146729;ENSG00000184117	PGP;PDXP;NIPSNAP2;NIPSNAP1	
WBGene00019305	snap-29	K02D10.5	ENSG00000099940	SNAP29	Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528
WBGene00019314		K02E7.10	ENSG00000256043	CTSO	
WBGene00019317		K02E10.1	ENSG00000102128;ENSG00000139998;ENSG00000141542;ENSG00000172476;ENSG00000197562	RAB40AL;RAB15;RAB40B;RAB40A;RAB40C	
WBGene00019322	ahcy-1	K02F2.2	ENSG00000101444;ENSG00000158467;ENSG00000168710	AHCY;AHCYL2;AHCYL1	Hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase, 613752;;
WBGene00019323	teg-4	K02F2.3	ENSG00000189091	SF3B3	
WBGene00019326		K02F3.2	ENSG00000115840;ENSG00000004864	SLC25A12;SLC25A13	Epileptic encephalopathy, early infantile, 39, 612949;Citrullinemia, adult-onset type II, 603471|Citrullinemia, type II, neonatal-onset, 605814
WBGene00019328	clec-149	K02F3.5	ENSG00000104921;ENSG00000261210;ENSG00000090659;ENSG00000104938;ENSG00000161944;ENSG00000182566	FCER2;CLEC19A;CD209;CLEC4M;ASGR2;CLEC4G	Dengue fever, protection against, 614371|HIV type 1, susceptibility to, 609423|Mycobacterium tuberculosis, susceptibility to, 607948;SARS infection, protection against;;
WBGene00019329	ceeh-1	K02F3.6	ENSG00000172031;ENSG00000105131;ENSG00000120915	EPHX4;EPHX3;EPHX2	Hypercholesterolemia, familial, due to LDLR defect, modifier of, 143890
WBGene00019334		K02F3.12	ENSG00000004700;ENSG00000197299;ENSG00000108469;ENSG00000165392	RECQL;BLM;RECQL5;WRN	Bloom syndrome, 210900;;Werner syndrome, 277700
WBGene00019339		K02F6.5	ENSG00000243335;ENSG00000168301	KCTD7;KCTD6	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions, 611726;
WBGene00019342		K02F6.8	ENSG00000243335;ENSG00000168301	KCTD7;KCTD6	Epilepsy, progressive myoclonic 3, with or without intracellular inclusions, 611726;
WBGene00019344	dhhc-10	K02G10.1	ENSG00000174165;ENSG00000163958	ZDHHC24;ZDHHC19	
WBGene00019345	tmem-135	K02G10.3	ENSG00000166575	TMEM135	
WBGene00019346		K02G10.5	ENSG00000101187;ENSG00000173930;ENSG00000205359	SLCO4A1;SLCO4C1;SLCO6A1	
WBGene00019347	mbl-1	K02H8.1	ENSG00000152601;ENSG00000076770;ENSG00000139793	MBNL1;MBNL3;MBNL2	
WBGene00019349	trx-5	K02H11.6	ENSG00000130045;ENSG00000167693;ENSG00000171773	NXNL2;NXN;NXNL1	
WBGene00019351	lron-7	K03A1.2	ENSG00000182704	TSKU	
WBGene00019352		K03A1.4	ENSG00000203666	EFCAB2	
WBGene00019360	neto-1	K03E5.1	ENSG00000171208;ENSG00000166342	NETO2;NETO1	
WBGene00019362	cdk-2	K03E5.3	ENSG00000123374	CDK2	
WBGene00019364	mksr-1	K03E6.4	ENSG00000108641	B9D1	Joubert syndrome 27, 617120|Meckel syndrome 9, 614209
WBGene00019365	rei-2	K03E6.7	ENSG00000175137;ENSG00000131370	SH3BP5L;SH3BP5	
WBGene00019376	lipl-4	K04A8.5	ENSG00000107798;ENSG00000173239;ENSG00000182333;ENSG00000204020;ENSG00000204021;ENSG00000204022	LIPA;LIPM;LIPF;LIPN;LIPK;LIPJ	Cholesteryl ester storage disease, 278000|Wolman disease, 278000;;;Ichthyosis, congenital, autosomal recessive 8, 613943;;
WBGene00019379		K04A8.10	ENSG00000145626;ENSG00000168671	UGT3A1;UGT3A2	
WBGene00019380		K04C2.2	ENSG00000132382	MYBBP1A	
WBGene00019394		K04F10.1	ENSG00000124788;ENSG00000224470	ATXN1;ATXN1L	Spinocerebellar ataxia 1, 164400;
WBGene00019395		K04F10.2	ENSG00000047578	KIAA0556	Joubert syndrome 26, 616784
WBGene00019399		K04F10.7	ENSG00000009780;ENSG00000077458	FAM76A;FAM76B	
WBGene00019401	nuo-4	K04G7.4	ENSG00000130414;ENSG00000281434	NDUFA10;NDUFA10	Leigh syndrome, 256000;
WBGene00019402		K04G7.11	ENSG00000117614	SYF2	
WBGene00019403		K05B2.2	ENSG00000123094;ENSG00000099849;ENSG00000273859	RASSF8;RASSF7;RASSF7	
WBGene00019404		K05B2.4	ENSG00000119673;ENSG00000184227;ENSG00000136881;ENSG00000177465;ENSG00000276559;ENSG00000205669	ACOT2;ACOT1;BAAT;ACOT4;BAAT;ACOT6	Hypercholanemia, familial, 607748;;;
WBGene00019406	acdh-8	K05F1.3	ENSG00000117054	ACADM	Acyl-CoA dehydrogenase, medium chain, deficiency of, 201450
WBGene00019407		K05F1.5	ENSG00000145826	LECT2	
WBGene00019408		K05F1.6	ENSG00000163393;ENSG00000197208;ENSG00000197375;ENSG00000144671	SLC22A15;SLC22A4;SLC22A5;SLC22A14	Rheumatoid arthritis, susceptibility to, 180300;Carnitine deficiency, systemic primary, 212140;
WBGene00019424	aptf-1	K06A1.1	ENSG00000087510;ENSG00000008196;ENSG00000008197;ENSG00000116819;ENSG00000137203	TFAP2C;TFAP2B;TFAP2D;TFAP2E;TFAP2A	Char syndrome, 169100|Patent ductus arteriosus 2, 617035;;;Branchiooculofacial syndrome, 113620
WBGene00019427	atg-16.2	K06A1.5	ENSG00000085978;ENSG00000168010;ENSG00000281089	ATG16L1;ATG16L2;ATG16L1	Inflammatory bowel disease (Crohn disease) 10, 611081;;
WBGene00019428	dgk-5	K06A1.6	ENSG00000149091;ENSG00000157680	DGKZ;DGKI	
WBGene00019433	acdh-3	K06A5.6	ENSG00000196177;ENSG00000122971	ACADSB;ACADS	2-methylbutyrylglycinuria, 610006;Acyl-CoA dehydrogenase, short-chain, deficiency of, 201470
WBGene00019434	nmtn-1	K06A5.8	ENSG00000085433	WDR47	
WBGene00019438	cyp-25A6	K06B9.1	ENSG00000160868;ENSG00000021461;ENSG00000059377;ENSG00000106258;ENSG00000160870;ENSG00000282301	CYP3A4;CYP3A43;TBXAS1;CYP3A5;CYP3A7;CYP3A7-CYP3A51P	Ghosal hematodiaphyseal syndrome, 231095|Thromboxane synthase deficiency, 614158;Hypertension, salt-sensitive essential, susceptibility to, 145500;;
WBGene00019451	nstp-7	K06H6.3	ENSG00000102100	SLC35A2	Congenital disorder of glycosylation, type IIm, 300896
WBGene00019457	vms-1	K06H7.3	ENSG00000163516	ANKZF1	
WBGene00019460	idi-1	K06H7.9	ENSG00000067064;ENSG00000148377	IDI1;IDI2	
WBGene00019461		K07A3.3	ENSG00000166855	CLPX	
WBGene00019464		K07B1.4	ENSG00000166391;ENSG00000124003;ENSG00000062282;ENSG00000106384;ENSG00000147160;ENSG00000184210;ENSG00000204195	MOGAT2;MOGAT1;DGAT2;MOGAT3;AWAT2;DGAT2L6;AWAT1	
WBGene00019465	acl-14	K07B1.5	ENSG00000123684	LPGAT1	
WBGene00019467		K07B1.7	ENSG00000198746	GPATCH3	
WBGene00019470	cyp-35B3	K07C6.2	ENSG00000198251;ENSG00000213908		
WBGene00019471	cyp-35B2	K07C6.3	ENSG00000198251;ENSG00000213908		
WBGene00019472	cyp-35B1	K07C6.4	ENSG00000198251;ENSG00000213908		
WBGene00019473	cyp-35A5	K07C6.5	ENSG00000198251;ENSG00000213908		
WBGene00019478	cri-2	K07C11.5	ENSG00000035862;ENSG00000100234;ENSG00000102265;ENSG00000157150	TIMP2;TIMP3;TIMP1;TIMP4	Sorsby fundus dystrophy, 136900;;
WBGene00019479		K07C11.7	ENSG00000066382;ENSG00000186732	MPPED2;MPPED1	
WBGene00019481	cogc-6	K07C11.9	ENSG00000133103	COG6	Congenital disorder of glycosylation, type IIl, 614576|Shaheen syndrome, 615328
WBGene00019487	ephx-1	K07D4.7	ENSG00000130762;ENSG00000114790;ENSG00000066248;ENSG00000277101;ENSG00000050327;ENSG00000142632;ENSG00000198844;ENSG00000213214	ARHGEF16;ARHGEF26;NGEF;ARHGEF26;ARHGEF5;ARHGEF19;ARHGEF15;ARHGEF35	
WBGene00019489		K07E1.1	ENSG00000182551	ADI1	
WBGene00019492		K07E3.4	ENSG00000100714;ENSG00000120254;ENSG00000065911;ENSG00000163738	MTHFD1;MTHFD1L;MTHFD2;MTHFD2L	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia, 617780|Neural tube defects, folate-sensitive, susceptibility to, 601634;;;
WBGene00019493	catp-5	K07E3.7	ENSG00000133657;ENSG00000127249;ENSG00000187527;ENSG00000159363	ATP13A3;ATP13A4;ATP13A5;ATP13A2	Kufor-Rakeb syndrome, 606693|Spastic paraplegia 78, autosomal recessive, 617225
WBGene00019494		K07E8.1	ENSG00000182853	VMO1	
WBGene00019498		K07E8.7	ENSG00000166133	RPUSD2	
WBGene00019503	tbce-1	K07H8.1	ENSG00000116957;ENSG00000282984	TBCE;TBCE	Encephalopathy, progressive, with amyotrophy and optic atrophy, 617207|Hypoparathyroidism-retardation-dysmorphism syndrome, 241410|Kenny-Caffey syndrome, type 1, 244460;
WBGene00019504		K07H8.2	ENSG00000133065;ENSG00000136052;ENSG00000114544	SLC41A1;SLC41A2;SLC41A3	
WBGene00019509		K07H8.9	ENSG00000112232;ENSG00000121774;ENSG00000131773	KHDRBS2;KHDRBS1;KHDRBS3	
WBGene00019510		K07H8.10	ENSG00000115053	NCL	
WBGene00019515	ugt-19	K08B4.3	ENSG00000145626;ENSG00000168671	UGT3A1;UGT3A2	
WBGene00019516	ugt-20	K08B4.4	ENSG00000145626;ENSG00000168671	UGT3A1;UGT3A2	
WBGene00019522		K08B12.3	ENSG00000167220	HDHD2	
WBGene00019530	scrm-8	K08D10.7	ENSG00000114698;ENSG00000163746;ENSG00000187838;ENSG00000188313;ENSG00000231213	PLSCR4;PLSCR2;PLSCR3;PLSCR1;PLSCR5	
WBGene00019531	scrm-5	K08D10.8	ENSG00000114698;ENSG00000163746;ENSG00000187838;ENSG00000188313;ENSG00000231213	PLSCR4;PLSCR2;PLSCR3;PLSCR1;PLSCR5	
WBGene00019535	tsen-34	K08D10.12	ENSG00000170892	TSEN34	Pontocerebellar hypoplasia type 2C, 612390
WBGene00019536	rpi-2	K08D12.2	ENSG00000102218	RP2	Retinitis pigmentosa 2, 312600
WBGene00019537		K08D12.3	ENSG00000169714;ENSG00000187969	CNBP;ZCCHC13	Myotonic dystrophy 2, 602668;
WBGene00019543	cif-1	K08F11.3	ENSG00000149100	EIF3M	
WBGene00019544	miro-1	K08F11.5	ENSG00000126858;ENSG00000140983	RHOT1;RHOT2	
WBGene00019546	glct-6	W07G9.2	ENSG00000109956;ENSG00000112309;ENSG00000149541	B3GAT1;B3GAT2;B3GAT3	Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart d
WBGene00019565	cyp-35A3	K09D9.2	ENSG00000198251;ENSG00000213908		
WBGene00019584	set-12	K09F5.5	ENSG00000181555	SETD2	Luscan-Lumish syndrome, 616831
WBGene00019590		K09F6.7	ENSG00000204977;ENSG00000213186	TRIM13;TRIM59	
WBGene00019592		K09F6.9	ENSG00000163207	IVL	
WBGene00019595		K09H9.2	ENSG00000136982	DSCC1	
WBGene00019599		K09H11.1	ENSG00000111271;ENSG00000240303	ACAD10;ACAD11	
WBGene00019600	rga-3	K09H11.3	ENSG00000198826	ARHGAP11A	
WBGene00019604		K09H11.7	ENSG00000184207;ENSG00000241360	PGP;PDXP	
WBGene00019605	ctsa-1	K10B2.2	ENSG00000064601	CTSA	Galactosialidosis, 256540
WBGene00019606	clec-88	K10B2.3	ENSG00000150045;ENSG00000111796;ENSG00000139187;ENSG00000236279;ENSG00000256797	KLRF1;KLRB1;KLRG1;CLEC2L;KLRF2	
WBGene00019607		K10B2.4	ENSG00000105583	WDR83OS	
WBGene00019608	ani-2	K10B2.5	ENSG00000011426	ANLN	Focal segmental glomerulosclerosis 8, 616032
WBGene00019609		K10B3.1	ENSG00000120963	ZNF706	
WBGene00019612	gpcp-1	K10B3.6	ENSG00000125772	GPCPD1	
WBGene00019615		K10B4.3	ENSG00000197415	VEPH1	
WBGene00019616	nmur-2	K10B4.4	ENSG00000132911;ENSG00000171596;ENSG00000101188;ENSG00000102539;ENSG00000121853;ENSG00000169006;ENSG00000183840	NMUR2;NMUR1;NTSR1;MLNR;GHSR;NTSR2;GPR39	Growth hormone deficiency, isolated partial, 615925;;
WBGene00019617		K10C2.1	ENSG00000064601;ENSG00000106066	CTSA;CPVL	Galactosialidosis, 256540;
WBGene00019619	asp-14	K10C2.3	ENSG00000182240;ENSG00000186318	BACE2;BACE1	
WBGene00019620	fah-1	K10C2.4	ENSG00000103876	FAH	Tyrosinemia, type I, 276700
WBGene00019624		K10C9.3	ENSG00000026297;ENSG00000249141	RNASET2;	Leukoencephalopathy, cystic, without megalencephaly, 612951;
WBGene00019627		K10D2.1	ENSG00000100084	HIRA	
WBGene00019628	pup-2	K10D2.2	ENSG00000083223;ENSG00000134744;ENSG00000164329	ZCCHC6;ZCCHC11;PAPD4	
WBGene00019629	cid-1	K10D2.3	ENSG00000083223;ENSG00000134744	ZCCHC6;ZCCHC11	
WBGene00019636	gsto-3	K10F12.4	ENSG00000148834;ENSG00000065621	GSTO1;GSTO2	
WBGene00019643		K11C4.2	ENSG00000170915;ENSG00000182749;ENSG00000137819;ENSG00000160781;ENSG00000188582	PAQR8;PAQR7;PAQR5;PAQR6;PAQR9	
WBGene00019649		K11D12.9	ENSG00000100532	CGRRF1	
WBGene00019656	slc-25A10	K11G12.5	ENSG00000183048;ENSG00000262660	SLC25A10;	
WBGene00019657		K11G12.6	ENSG00000100258;ENSG00000103227	LMF2;LMF1	Lipase deficiency, combined, 246650
WBGene00019658		K11H12.1	ENSG00000178096	BOLA1	
WBGene00019664		K11H12.8	ENSG00000165678	GHITM	
WBGene00019665		K11H12.9	ENSG00000112062;ENSG00000156711;ENSG00000185386;ENSG00000188130	MAPK14;MAPK13;MAPK11;MAPK12	
WBGene00019667		K12B6.2	ENSG00000163357	DCST1	
WBGene00019673		K12C11.1	ENSG00000124299;ENSG00000196236	PEPD;XPNPEP3	Prolidase deficiency, 170100;Nephronophthisis-like nephropathy 1, 613159
WBGene00019677		K12H4.2	ENSG00000156928	MALSU1	
WBGene00019678		K12H4.3	ENSG00000113460	BRIX1	
WBGene00019679		K12H4.4	ENSG00000129128	SPCS3	
WBGene00019682		K12H4.7	ENSG00000112812	PRSS16	
WBGene00019686		K12H6.6	ENSG00000160606;ENSG00000185561;ENSG00000275246	TLCD1;TLCD2;TLCD2	
WBGene00019692		M01A10.1	ENSG00000107164;ENSG00000088247;ENSG00000162613	FUBP3;KHSRP;FUBP1	
WBGene00019693	ostd-1	M01A10.3	ENSG00000118705	RPN2	
WBGene00019698	riok-1	M01B12.5	ENSG00000124784	RIOK1	
WBGene00019710		M01E11.1	ENSG00000116237	ICMT	
WBGene00019711		M01E11.2	ENSG00000132792	CTNNBL1	
WBGene00019716		M01G5.3	ENSG00000188735;ENSG00000189077	TMEM120B;TMEM120A	
WBGene00019717	trx-3	M01H9.1	ENSG00000130045;ENSG00000167693;ENSG00000171773	NXNL2;NXN;NXNL1	
WBGene00019724		M02B7.2	ENSG00000117419;ENSG00000149743	ERI3;TRPT1	
WBGene00019725	algn-14	M02B7.4	ENSG00000172339	ALG14	Myasthenic syndrome, congenital, 15, without tubular aggregates, 616227
WBGene00019726	bris-1	M02B7.5	ENSG00000120645;ENSG00000124313;ENSG00000144711;ENSG00000262607	IQSEC3;IQSEC2;IQSEC1;IQSEC3	Mental retardation, X-linked 1/78, 309530;;
WBGene00019730	asns-2	M02D8.4	ENSG00000070669	ASNS	Asparagine synthetase deficiency, 615574
WBGene00019746		M03A1.3	ENSG00000156869;ENSG00000260230	FRRS1;FRRS1L	Epileptic encephalopathy, early infantile, 37, 616981
WBGene00019747	ipla-1	M03A1.6	ENSG00000100523	DDHD1	Spastic paraplegia 28, autosomal recessive, 609340
WBGene00019748	atg-2	M03A8.2	ENSG00000110046;ENSG00000066739	ATG2A;ATG2B	
WBGene00019751		M03D4.4	ENSG00000136451	VEZF1	
WBGene00019756		M03E7.4	ENSG00000130881;ENSG00000147650;ENSG00000179241;ENSG00000197324	LRP3;LRP12;LDLRAD3;LRP10	
WBGene00019757	memb-2	M03E7.5	ENSG00000108433;ENSG00000262633	GOSR2;	Epilepsy, progressive myoclonic 6, 614018;
WBGene00019760	calu-1	M03F4.7	ENSG00000128595;ENSG00000049449;ENSG00000142552	CALU;RCN1;RCN3	
WBGene00019762		M03F8.3	ENSG00000101343	CRNKL1	
WBGene00019766		M4.1	ENSG00000163681;ENSG00000009790;ENSG00000128596	SLMAP;TRAF3IP3;CCDC136	
WBGene00019767	rpa-2	M04F3.1	ENSG00000117748	RPA2	
WBGene00019770		M04F3.4	ENSG00000249915;ENSG00000162517	PDCD6;PEF1	
WBGene00019771		M04F3.5	ENSG00000132613;ENSG00000170873	MTSS1L;MTSS1	
WBGene00019773		M04G7.2	ENSG00000110786;ENSG00000143851;ENSG00000153233;ENSG00000111679;ENSG00000179295;ENSG00000072135;ENSG00000127947;ENSG00000134242	PTPN5;PTPN7;PTPRR;PTPN6;PTPN11;PTPN18;PTPN12;PTPN22	LEOPARD syndrome 1, 151100|Leukemia, juvenile myelomonocytic, somatic, 607785|Metachondromatosis, 156250|Noonan syndrome 1, 163950;;Colon cancer, somatic, 114500;Diabetes, type 1, susceptibility to, 222100|Rheumatoid arthritis, susceptibility to, 180300|Systemic lupus erythematosus susceptibility to, 152700
WBGene00019778		M57.2	ENSG00000100949	RABGGTA	
WBGene00019779		M60.2	ENSG00000111405	ENDOU	
WBGene00019782		M60.7	ENSG00000239388;ENSG00000100628;ENSG00000115239;ENSG00000146809;ENSG00000270898;ENSG00000278693	ASB14;ASB2;ASB3;ASB15;GPR75-ASB3;ASB2	
WBGene00019786		M70.4	ENSG00000085998;ENSG00000071889;ENSG00000183844;ENSG00000196937;ENSG00000198643	POMGNT1;FAM3A;FAM3B;FAM3C;FAM3D	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3, 253280|Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 3, 613151|Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 3, 613157|Retinitis pigmentosa 76, 617123;;;;
WBGene00019792		M116.5	ENSG00000054654;ENSG00000131018;ENSG00000165959;ENSG00000096696;ENSG00000118898;ENSG00000127603;ENSG00000151914;ENSG00000167880;ENSG00000178209;ENSG00000214860;ENSG00000261150;ENSG00000185340;ENSG00000270765	SYNE2;SYNE1;CLMN;DSP;PPL;MACF1;DST;EVPL;PLEC;EVPLL;EPPK1;GAS2L1;GAS2L2	Emery-Dreifuss muscular dystrophy 5, autosomal dominant, 612999;Emery-Dreifuss muscular dystrophy 4, autosomal dominant, 612998|Spinocerebellar ataxia, autosomal recessive 8, 610743;;Arrhythmogenic right ventricular dysplasia 8, 607450|Cardiomyopathy, dilated, with woolly hair and keratoderma, 605676|Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis, 615821|Epidermolysis bullosa, lethal acantholytic, 609638|Keratosis palmoplantaris striata II, 612908|Skin fragility-woolly hair syndrome, 607655;;;Epidermolysis bullosa simplex, autosomal recessive 2, 615425|Neuropathy, hereditary sensory and autonomic, type VI, 614653;;Epidermolysis bullosa simplex with muscular dystrophy, 226670|Epidermolysis bullosa simplex with nail dystrophy, 616487|Epidermolysis bullosa simplex with pyloric atresia, 612138|Epidermolysis bullosa simplex, Ogna type, 131950|Muscular dystrophy, limb-girdle, type 2Q, 613723;;;;
WBGene00019800	mtss-1	PAR2.1	ENSG00000106028;ENSG00000262771	SSBP1;SSBP1	
WBGene00019801	aak-1	PAR2.3	ENSG00000132356;ENSG00000162409	PRKAA1;PRKAA2	
WBGene00019806		R01B10.4	ENSG00000161395	PGAP3	Hyperphosphatasia with mental retardation syndrome 4, 615716
WBGene00019807	jamp-1	R01B10.5	ENSG00000050130	JKAMP	
WBGene00019808		R01B10.6	ENSG00000168000	BSCL2	Encephalopathy, progressive, with or without lipodystrophy, 615924|Lipodystrophy, congenital generalized, type 2, 269700|Neuropathy, distal hereditary motor, type VA, 600794|Silver spastic paraplegia syndrome, 270685
WBGene00019811	egg-2	R01H2.3	ENSG00000130881;ENSG00000147650;ENSG00000179241;ENSG00000197324	LRP3;LRP12;LDLRAD3;LRP10	
WBGene00019813	ger-1	R01H2.5	ENSG00000104522;ENSG00000278243	TSTA3;TSTA3	
WBGene00019814		R02C2.1	ENSG00000149554	CHEK1	
WBGene00019815	kin-34	R02C2.2	ENSG00000149554	CHEK1	
WBGene00019817		R02C2.6	ENSG00000149554	CHEK1	
WBGene00019819		R02D3.1	ENSG00000008311	AASS	Hyperlysinemia, 238700|Saccharopinuria, 268700
WBGene00019820	cogc-8	R02D3.2	ENSG00000213380;ENSG00000272617;ENSG00000260371	COG8;COG8;	Congenital disorder of glycosylation, type IIh, 611182;
WBGene00019821		R02D3.3	ENSG00000110768	GTF2H1	
WBGene00019822		R02D3.4	ENSG00000064102	INTS13	
WBGene00019823	fnta-1	R02D3.5	ENSG00000168522;ENSG00000254673	FNTA;	
WBGene00019825		R02D3.8	ENSG00000117419;ENSG00000149743	ERI3;TRPT1	
WBGene00019827	mop-25.1	R02E12.2	ENSG00000135932;ENSG00000102547	CAB39;CAB39L	
WBGene00019828		R02E12.4	ENSG00000167858;ENSG00000163060;ENSG00000092850;ENSG00000125409;ENSG00000153060;ENSG00000274847	TEKT1;TEKT4;TEKT2;TEKT3;TEKT5;	
WBGene00019831		R02F2.1	ENSG00000118816;ENSG00000113328;ENSG00000138764;ENSG00000205089	CCNI;CCNG1;CCNG2;CCNI2	
WBGene00019832	osg-1	R02F2.2	ENSG00000110237;ENSG00000138834;ENSG00000074964;ENSG00000104728;ENSG00000274726	ARHGEF17;MAPK8IP3;ARHGEF10L;ARHGEF10;ARHGEF10	Slowed nerve conduction velocity, AD, 608236;
WBGene00019838		R02F2.9	ENSG00000167862	MRPL58	
WBGene00019842		R02F11.4	ENSG00000182504	CEP97	
WBGene00019844	abts-4	R03E9.3	ENSG00000004939;ENSG00000114923;ENSG00000164889	SLC4A1;SLC4A3;SLC4A2	Blood group, Diego, 110500|Blood group, Froese, 601551|Blood group, Swann, 601550|Blood group, Waldner, 112010|Blood group, Wright, 112050|Cryohydrocytosis, 185020|Malaria, resistance to, 611162|Ovalocytosis, SA type, 166900|Renal tubular acidosis, distal, AD, 179800|Renal tubular acidosis, distal, AR, 611590|Spherocytosis, type 4, 612653;;
WBGene00019846	gpx-7	R03G5.5	ENSG00000167468;ENSG00000116157;ENSG00000164294	GPX4;GPX7;GPX8	Spondylometaphyseal dysplasia, Sedaghatian type, 250220;;
WBGene00019867		R04B3.2	ENSG00000038002	AGA	Aspartylglucosaminuria, 208400
WBGene00019869	cnnm-2	R04E5.2	ENSG00000148842;ENSG00000158158;ENSG00000119946;ENSG00000168763	CNNM2;CNNM4;CNNM1;CNNM3	Hypomagnesemia 6, renal, 613882|Hypomagnesemia, seizures, and mental retardation, 616418;Jalili syndrome, 217080;;
WBGene00019875	mca-2	R05C11.3	ENSG00000067842;ENSG00000058668;ENSG00000070961;ENSG00000157087	ATP2B3;ATP2B4;ATP2B1;ATP2B2	Spinocerebellar ataxia, X-linked 1, 302500;;;Deafness, autosomal recessive 12, modifier of, 601386
WBGene00019877		R05D3.2	ENSG00000139636;ENSG00000105983	LMBR1L;LMBR1	Acheiropody, 200500|Hypoplastic or aplastic tibia with polydactyly, 188740|Laurin-Sandrow syndrome, 135750|Polydactyly, preaxial type II, 174500|Syndactyly, type IV, 186200|Triphalangeal thumb, type I, 174500|Triphalangeal thumb-polysyndactyly syndrome, 174500
WBGene00019883	met-2	R05D3.11	ENSG00000136169;ENSG00000143379	SETDB2;SETDB1	
WBGene00019884		R05D3.12	ENSG00000077097;ENSG00000131747	TOP2B;TOP2A	DNA topoisomerase II, resistance to inhibition of, by amsacrine
WBGene00019885		R05D8.7	ENSG00000087076	HSD17B14	
WBGene00019886		R05D8.9	ENSG00000087076	HSD17B14	
WBGene00019888	btbd-10	R05F9.1	ENSG00000148925;ENSG00000112078	BTBD10;KCTD20	
WBGene00019890		R05F9.6	ENSG00000079739;ENSG00000154330	PGM1;PGM5	Congenital disorder of glycosylation, type It, 614921;
WBGene00019893	sgt-1	R05F9.10	ENSG00000104969;ENSG00000197860	SGTA;SGTB	
WBGene00019895	aagr-2	R05F9.12	ENSG00000257335;ENSG00000090402;ENSG00000171298;ENSG00000257743;ENSG00000278563	MGAM;SI;GAA;MGAM2;MGAM2	Sucrase-isomaltase deficiency, congenital, 222900;Glycogen storage disease II, 232300;;
WBGene00019898		R05G6.4	ENSG00000142546	NOSIP	
WBGene00019899		R05G6.5	ENSG00000112981;ENSG00000172113	NME5;NME6	
WBGene00019900	vdac-1	R05G6.7	ENSG00000078668;ENSG00000165637;ENSG00000213585	VDAC3;VDAC2;VDAC1	
WBGene00019901		R05G6.9	ENSG00000198542;ENSG00000171462;ENSG00000185559	ITGBL1;DLK2;DLK1	
WBGene00019902		R05G6.10	ENSG00000138670;ENSG00000146090;ENSG00000198915	RASGEF1B;RASGEF1C;RASGEF1A	
WBGene00019911		R06A10.4	ENSG00000159792;ENSG00000147613	PSKH1;PSKH2	
